ID,Length,Masker,Onset,SNR,Speaker,Target,Raw,Responses,N-Listeners,Counts,Confusion,Consistency,Target-Arpabet,Target-IPA,Target-frequency,Confusion-Arpabet,Confusion-IPA,Confusion-frequency,Phoneme-distance
33468,11360,SSN,274601,-4.811,s2,aboard,bored|cord|awe|chord|bored|fall|bored|war|bored|board|forward|bored|pour|p|bored,bored|cord|pour|p|fall|forward|awe|war,15,7 2 1 1 1 1 1 1,bored,7,AX ! B AO D,ə ! b ɔ d,4.11,! B AO D,! b ɔ d,4.18,7
33471,10240,SSN,775699,-6.904,s2,slab,slam|slam|slam|slam|swam|slouch|smash|slam|squirm|cloud|pigs|slam|man|slam|slam,slam|smash|squirm|swam|slouch|pigs|cloud|man,15,8 1 1 1 1 1 1 1,slam,8,! S L AE B,! s l æ b,3.39,! S L AE M,! s l æ m,4.04,10
33486,9760,BAB4,713684,-2.501,s2,man,mound|classroom|man|glass|classroom|classroom|man|classroom|class|classroom|man|classroom|classroom|classroom|classroom,classroom|man|glass|mound|class,15,9 3 1 1 1,classroom,9,! M AE N,! m æ n,5.86,! K L AE S . R UW M,! k l æ s . ɹ u m,3.89,48
33497,13600,BAB4,255630,-2.155,s3,warmly,design|designer|design|design|design|designed|design|design|design|design|design|design|design|design|design,design|designer|designed,15,13 1 1,design,13,! W AO M . L IY,! w ɔ m . l i,3.1,D IH ! Z AY N,d ɪ ! z aɪ n,4.76,50
33519,14286,BMN3,282786,-5.492,s3,host,post|host|post|coast|coast|post|post|host|toast|post|host|post|post|post|post,post|host|coast|toast,15,9 3 2 1,post,9,! HH OW S T,! h oʊ s t,4.39,! P OW S T,! p oʊ s t,4.87,10
33555,7040,BAB4,277838,-1.392,s2,neck,bring|maids|nick|clove|nick|nick|nick|nick|nick|nick|nick|nick|nick|nick|urge,nick|bring|clove|urge|maids,15,11 1 1 1 1,nick,11,! N EH K,! n e k,4.65,! N IH K,! n ɪ k,5.03,10
33556,8160,BAB4,557716,-1.718,s2,open,table|tax|past|tax|tax|table|table|text|telephone|attacks|table|tax|text|table|table|table,table|tax|text|attacks|telephone|past,16,7 4 2 1 1 1,table,7,! OW . P AX N,! oʊ . p ə n,5.41,! T AA . B L,! t ɑ . b l,5.1,40
33585,8000,BAB4,681953,-1.647,s4,boon,fisher|fisher|fisher|fisher|fisher|fisher|fisher|fisher|fisher|fisher|fish|fisher|fisher|fisher|fissure,fisher|fish,15,14 1,fisher,14,! B UW N,! b u n,2.97,! F IH . SH AX,! f ɪ . ʃ ə,3.75,37
33589,8800,BAB4,590208,-1.165,s4,burn,merged|much|merge|mourn|munch|merge|merge|moan|merge|merge|merge|merge|merge|merge|merge,merge|moan|munch|much|mourn|merged,15,10 1 1 1 1 1,merge,10,! B ER N,! b ɜ n,4.4,! M ER JH,! m ɜ dʒ,3.32,20
33590,14400,BAB4,683039,-1.912,s4,sharply,shark|vicious|fisher|fisher|shock|fisher|sharp|fisher|shop|fissure|short|fisher|fisher|fisher|shark,fisher|shark|shop|short|shock|vicious|sharp,15,8 2 1 1 1 1 1,fisher,8,! SH AA P . L IY,! ʃ ɑ p . l i,3.5,! F IH . SH AX,! f ɪ . ʃ ə,3.75,45
33602,9920,BMN3,628900,-3.317,s3,shilling,chilly|chilly|chilling|chilling|chilling|chilly|duty|chilly|chilly|chilly|chilling|chilly|chilly|chimney|chilli,chilly|chilling|duty|chimney,15,9 4 1 1,chilly,9,! SH IH . L IH NG,! ʃ ɪ . l ɪ ŋ,3.3,! CH IH . L IY,! tʃ ɪ . l i,4.04,27
33621,13440,BMN3,820479,-6.071,s4,eighteenth,eighteen|eighty|eighteen|eighteen|eighteen|eighteenth|eighteen|eighteen|ageing|eighteen|eighteen|eighteen|eighteen|eighteen|eighteen,eighteen|ageing|eighty|eighteenth,15,12 1 1 1,eighteen,12,! EY . T IY N TH,! eɪ . t i n θ,2.36,! EY . T IY N,! eɪ . t i n,2.85,7
33629,9456,BMN3,666507,-6.876,s4,cushion,pushing|pushing|pushing|cushion|pushed|pushing|cushion|pushing|pushing|bush|cushion|push|pushing|push|pushing,pushing|cushion|push|pushed|bush,15,8 3 2 1 1,pushing,8,! K UH . SH N,! k ʊ . ʃ n,4.25,! P UH . SH IH NG,! p ʊ . ʃ ɪ ŋ,4.58,27
33630,12802,BMN3,208753,-6.431,s4,senior,singular|singular|singer|singer|singer|signal|signal|singular|singer|similar|single|significant|singer|singer|singer,singer|singular|signal|single|significant|similar,15,7 3 2 1 1 1,singer,7,! S IY . N IA,! s i . n ɪə,4.62,! S IH . NG AX,! s ɪ . ŋ ə,4.48,30
33661,13306,BAB4,163888,0.845,s3,heath,cute|control|heap|keep|heat|postal|heath|keep|heat|heat|peat|heat|heat|heat|ninth,heat|keep|control|cute|postal|peat|ninth|heap|heath,15,6 2 1 1 1 1 1 1 1,heat,6,! HH IY TH,! h i θ,3.96,! HH IY T,! h i t,4.76,10
33676,11786,BMN3,755881,-3.456,s1,vested,vested|vestibule|vessel|vessel|vessel|better|vessel|vessel|blessing|vessel|medicine|vestibule|thus|vessel|vessel,vessel|vestibule|vested|blessing|thus|better|medicine,15,8 2 1 1 1 1 1,vessel,8,! V EH . S T IH D,! v e . s t ɪ d,3.36,! V EH . S AX L,! v e . s ə l,3.93,27
33681,6720,BMN3,669651,-3.624,s1,god,gone|god|gone|god|gold|gone|gone|golf|god|gone|go|scot|got|gone|gone,gone|god|golf|gold|scot|go|got,15,7 3 1 1 1 1 1,gone,7,! G OH D,! ɡ ɒ d,5.38,! G OH N,! ɡ ɒ n,5.58,10
33688,8640,BMN3,525890,-3.432,s1,term,turn|term|turn|tone|turn|turn|turn|turn|turn|purge|turn|turn|turbo|turn|toe,turn|turbo|term|tone|purge|toe,15,10 1 1 1 1 1,turn,10,! T ER M,! t ɜ m,5.05,! T ER N,! t ɜ n,5.45,10
33716,12320,SSN,434120,-6.264,s1,fierce,pierce|pierce|pierced|pierce|fierce|fierce|pierce|ears|pierce|pierce|pierce|pierce|pierce|ears|pierced,pierce|fierce|pierced|ears,15,9 2 2 2,pierce,9,! F IA S,! f ɪə s,3.97,! P IA S,! p ɪə s,3.43,10
33723,12640,SSN,491158,-5.891,s1,messy,messy|missing|nasty|listen|massive|listen|listen|missing|listen|listen|misty|misty|listen|masking|fiscal,listen|misty|missing|fiscal|massive|masking|messy|nasty,15,6 2 2 1 1 1 1 1,listen,6,! M EH . S IY,! m e . s i,4.11,! L IH . S N,! l ɪ . s n,5.25,30
33734,10720,BAB4,189299,-2.571,s4,star,tart|tart|is|tarnish|tart|permitted|mast|mask|tar|tart|tart|tart|car|k|part,tart|tar|tarnish|car|is|mask|permitted|mast|part|k,15,6 1 1 1 1 1 1 1 1 1,tart,6,! S T AA,! s t ɑ,5.04,! T AA T,! t ɑ t,4.02,14
33735,8970,BAB4,743906,-0.589,s4,time,suggest|suggest|suggest|suggest|suggest|suggest|suggest|suggest|time|suggest|suggest|suggest|suggest|unkind|unkind,suggest|unkind|time,15,12 2 1,suggest,12,! T AY M,! t aɪ m,6.35,S AX ! JH EH S T,s ə ! dʒ e s t,4.63,49
33743,11200,SSN,512630,-6.65,s2,ashamed,change|exchange|exchange|chin|change|shorn|shame|shame|change|change|change|change|change|shake|change,change|exchange|shame|chin|shake|shorn,15,8 2 2 1 1 1,change,8,AX ! SH EY M D,ə ! ʃ eɪ m d,4.01,! CH EY N JH,! tʃ eɪ n dʒ,5.49,37
33752,12800,SSN,126880,-6.81,s2,squadron,squiggle|squirm|squirm|squadron|squirm|quadrant|squad|squirm|squirm|swerve|squirm|squirm|scorned|squirm|squirm,squirm|swerve|squiggle|quadrant|squad|scorned|squadron,15,9 1 1 1 1 1 1,squirm,9,! S K W OH . D R AX N,! s k w ɒ . d ɹ ə n,3.55,! S K W ER M,! s k w ɜ m,3.01,41
33756,7360,BAB4,366617,-0.276,s2,bring,lead|burst|ragged|greed|green|bring|green|green|green|green|green|birds|agree|green|green,green|lead|burst|birds|ragged|bring|agree|greed,15,8 1 1 1 1 1 1 1,green,8,! B R IH NG,! b ɹ ɪ ŋ,5.4,! G R IY N,! ɡ ɹ i n,5.22,30
33764,8480,BAB4,571563,0.292,s2,me,peasant|weak|peasant|weed|weak|peasant|parts|week|mean|weak|peasant|weak|squeeze|peasant|weak,weak|peasant|parts|weed|squeeze|mean,15,6 5 1 1 1 1,weak,6,! M IY,! m i,6.54,! W IY K,! w i k,4.33,17
33771,11040,BAB4,721084,-1.579,s2,biting,button|button|button|button|buttered|bear|biting|button|bunting|button|bind|button|button|bounty|p,button|bunting|buttered|bind|bear|p|bounty|biting,15,8 1 1 1 1 1 1 1,button,8,! B AY . T IH NG,! b aɪ . t ɪ ŋ,3.84,! B AH . T N,! b ʌ . t n,4.46,27
33775,9708,BAB4,419354,0.646,s2,hearty,hearty|hearty|party|order|clock|party|hearty|party|party|party|hearty|party|white|party|hearty,party|hearty|white|order|clock,15,7 5 1 1 1,party,7,! HH AA . T IY,! h ɑ . t i,3.39,! P AA . T IY,! p ɑ . t i,5.53,10
33788,9120,SSN,25520,-5.777,s4,dire,diet|diet|diet|tired|diet|diet|diet|diet|nine|desire|dire|dire|diet|silent|diet,diet|dire|desire|silent|tired|nine,15,9 2 1 1 1 1,diet,9,! D AY . AX,! d aɪ . ə,3.65,! D AY . AX T,! d aɪ . ə t,4.26,7
33792,14860,SSN,73912,-5.797,s4,supposed,suppose|comb|suppose|suppose|code|supposed|suppose|suppose|compose|code|suppose|suppose|coach|suppose|supposed,suppose|code|supposed|coach|compose|comb,15,8 2 2 1 1 1,suppose,8,S AX ! P OW Z D,s ə ! p oʊ z d,4.92,S AX ! P OW Z,s ə ! p oʊ z,5.02,7
33828,8480,BMN3,582426,-4.351,s2,vote,boat|boat|photo|pat|vote|photon|boat|spoke|remote|boat|vote|remote|boat|boat|boat,boat|vote|remote|pat|spoke|photo|photon,15,7 2 2 1 1 1 1,boat,7,! V OW T,! v oʊ t,5.16,! B OW T,! b oʊ t,4.89,10
33829,8800,BMN3,453353,-7.482,s2,rover,over|programme|program|over|over|over|program|improvement|over|over|over|over|over|leftover|over,over|programme|leftover|improvement,15,10 3 1 1,over,10,! R OW . V AX,! ɹ oʊ . v ə,3.84,! OW . V AX,! oʊ . v ə,6.14,7
33836,10240,BMN3,895713,-4.286,s2,find,kind|climbed|culling|find|kind|kind|kind|crying|declined|kind|kind|kind|kind|kind|kind,kind|culling|climbed|crying|find|declined,15,10 1 1 1 1 1,kind,10,! F AY N D,! f aɪ n d,5.89,! K AY N D,! k aɪ n d,5.6,10
33857,10720,BMN3,62899,-5.862,s4,guardian,guy|guardian|garden|garden|garden|garden|garden|guard|garden|garden|garden|garden|garden|garden|garden,garden|guardian|guard|guy,15,12 1 1 1,garden,12,! G AA . D IA N,! ɡ ɑ . d ɪə n,4.01,! G AA . D N,! ɡ ɑ . d n,5.28,7
33863,11360,BMN3,705168,-4.002,s4,assault,consult|salt|salt|consult|assault|salt|assault|insult|salt|assault|consult|insult|salt|salt|salt,salt|assault|consult|insult,15,7 3 3 2,salt,7,AX ! S AO L T,ə ! s ɔ l t,4.11,! S AO L T,! s ɔ l t,4.69,7
33885,9700,BAB4,145596,-0.107,s3,pay,page|pay|page|page|page|page|page|pay|hay|pain|pay|page|page|page|page,page|pay|hay|pain,15,10 3 1 1,page,10,! P EY,! p eɪ,5.4,! P EY JH,! p eɪ dʒ,4.52,7
33900,12000,BAB4,571283,-0.091,s3,standing,peasant|standing|peasant|peasant|peasant|standing|standing|peasant|peasant|peasant|peasant|standing|standing|peasant|standing,peasant|standing,15,9 6,peasant,9,! S T AE N . D IH NG,! s t æ n . d ɪ ŋ,4.95,! P EH . S N T,! p e . s n t,3.43,52
33917,15680,BAB4,86596,-0.951,s3,squadron,quadrant|quadrant|quadrant|adapt|drink|adapt|that|adapt|debt|adapt|adapt|portrait|adapt|quadrant|p,adapt|quadrant|that|drink|p|portrait|debt,15,6 4 1 1 1 1 1,adapt,6,! S K W OH . D R AX N,! s k w ɒ . d ɹ ə n,3.55,AX ! D AE P T,ə ! d æ p t,3.82,61
33978,9786,BMN3,884136,-3.034,s4,brow,brown|brown|brown|brow|brown|brown|ground|brown|ground|brown|brown|brow|brown|brown|brow,brown|brow|ground,15,10 3 2,brown,10,! B R AW,! b ɹ aʊ,3.28,! B R AW N,! b ɹ aʊ n,5.01,7
33987,11360,BMN3,105402,-7.077,s4,rebel,bell|bell|devout|fell|fell|found|fell|fell|spell|bell|dessert|fell|bell|fell|down,fell|bell|dessert|spell|down|devout|found,15,6 4 1 1 1 1 1,fell,6,R IH ! B EH L,ɹ ɪ ! b e l,3.95,! F EH L,! f e l,4.83,24
33990,9600,BMN3,633751,-6.949,s4,window,order|order|order|women|order|older|wither|order|order|although|window|order|order|order|order,order|older|window|wither|although|women,15,10 1 1 1 1 1,order,10,! W IH N . D OW,! w ɪ n . d oʊ,4.84,! AO . D AX,! ɔ . d ə,5.15,34
33992,10080,BMN3,329073,-6.581,s4,minute,unit|knit|minute|nipped|neat|knit|unit|knit|knit|knit|p|knit|nipped|knit|knit,knit|nipped|unit|minute|p|neat,15,8 2 2 1 1 1,knit,8,! M IH . N IH T,! m ɪ . n ɪ t,5.23,! N IH T,! n ɪ t,3.64,14
33999,11040,BMN3,549052,-6.264,s4,angling,anger|banging|anger|anger|ending|angry|angry|anger|anger|angling|anger|anger|anger|anger|angle,anger|angry|angle|banging|ending|angling,15,9 2 1 1 1 1,anger,9,! AE NG . G L IH NG,! æ ŋ . ɡ l ɪ ŋ,2.97,! AE NG . G AX,! æ ŋ . ɡ ə,4.3,24
34002,11040,BMN3,175092,-3.866,s4,chalk,tall|tall|tall|torn|tall|taught|torch|tall|tall|talk|chore|tall|talk|talk|chore,tall|talk|chore|torch|torn|taught,15,7 3 2 1 1 1,tall,7,! CH AO K,! tʃ ɔ k,3.87,! T AO L,! t ɔ l,4.51,20
34025,11680,BAB4,839526,-1.494,s1,storm,goose|goose|storm|storm|use|storm|p|goose|boost|goose|goose|goose|storm|storm|goose,goose|storm|p|use|boost,15,7 5 1 1 1,goose,7,! S T AO M,! s t ɔ m,4.46,! G UW S,! ɡ u s,4.03,35
34031,9600,BAB4,272412,0.166,s1,which,which|switch|switch|squint|fridge|winch|winch|switch|squint|spring|winch|switch|switch|which|switch,switch|winch|which|squint|spring|fridge,15,6 3 2 2 1 1,switch,6,! W IH CH,! w ɪ tʃ,6.26,! S W IH CH,! s w ɪ tʃ,4.37,7
34034,10400,BAB4,616753,-2.741,s1,lord,live|law|law|law|law|more|morphine|law|warping|loyal|employ|p|law|more|loyal,law|loyal|more|warping|morphine|employ|p|live,15,6 2 2 1 1 1 1 1,law,6,! L AO D,! l ɔ d,5.07,! L AO,! l ɔ,5.05,7
34036,8480,BAB4,93865,0.659,s1,herb,tedious|teeth|prefer|third|critique|merchant|tedious|tedious|worm|tedious|tedious|tedious|tedious|tedious|tedious,tedious|merchant|third|prefer|worm|teeth|critique,15,9 1 1 1 1 1 1,tedious,9,! HH ER B,! h ɜ b,3.76,! T IY . D IA S,! t i . d ɪə s,3.22,44
34041,9120,BAB4,869056,-0.373,s1,crew,improve|crew|improve|crew|improve|improve|cream|crew|improve|blend|crew|improve|cream|improve|improve,improve|crew|cream|blend,15,8 4 2 1,improve,8,! K R UW,! k ɹ u,4.72,IH M ! P R UW V,ɪ m ! p ɹ u v,4.61,31
34091,11840,BMN3,312482,-3.867,s2,strained,strain|strain|strange|string|string|strange|strange|strange|strange|strange|stranger|stripe|strain|strange|strained,strange|strain|string|stranger|strained|stripe,15,7 3 2 1 1 1,strange,7,! S T R EY N D,! s t ɹ eɪ n d,3.17,! S T R EY N JH,! s t ɹ eɪ n dʒ,4.83,10
34092,7200,BMN3,913068,-5.856,s2,otter,hotter|potter|potter|hotter|potter|otter|potter|potter|hotter|water|potter|hotter|water|otter|water,potter|hotter|water|otter,15,6 4 3 2,potter,6,! OH . T AX,! ɒ . t ə,3.8,! P OH . T AX,! p ɒ . t ə,4.15,7
34096,9600,BMN3,358798,-4.412,s2,my,mind|mind|mind|mind|mile|mine|my|mind|remind|mind|my|mine|mine|mime|mile,mind|mine|mile|my|remind|mime,15,6 3 2 2 1 1,mind,6,! M AY,! m aɪ,6.52,! M AY N D,! m aɪ n d,5.47,14
34109,12000,BMN3,863864,-4.284,s2,squarely,swim|square|square|square|square|square|square|square|square|squirrel|scream|square|squint|square|squid,square|swim|squirrel|squid|scream|squint,15,10 1 1 1 1 1,square,10,! S K W EA . L IY,! s k w ɛə . l i,2.89,! S K W EA,! s k w ɛə,4.78,14
34116,13404,BAB4,106954,-2.091,s4,twentieth,twenty|twenty|upped|gold|innate|twenty|twenty|twenty|twenty|innate|twenty|ornate|innate|twenty|open,twenty|innate|gold|ornate|upped|open,15,8 3 1 1 1 1,twenty,8,! T W EH N . T IA TH,! t w e n . t ɪə θ,2.76,! T W EH N . T IY,! t w e n . t i,3.72,17
34149,19038,SSN,400207,-5.187,s3,sequence,secret|secrets|secrets|sequence|secrets|sequence|secrets|secret|secrets|secrets|sequins|secrets|secrets|sequins|secrets,secrets|secret|sequins|sequence,15,9 2 2 2,secrets,9,! S IY . K W AX N S,! s i . k w ə n s,4.08,! S IY . K R IH T S,! s i . k ɹ ɪ t s,4.23,30
34174,12356,BAB4,512621,-2.319,s4,merit,merits|merits|p|plot|axe|yowl|merit|merits|merits|merits|axe|merits|merits|numeric|ox,merits|axe|plot|numeric|p|merit|ox|yowl,15,7 2 1 1 1 1 1 1,merits,7,! M EH . R IH T,! m e . ɹ ɪ t,3.58,! M EH . R IH T S,! m e . ɹ ɪ t s,3.38,7
34213,11360,SSN,197490,-4.555,s4,alright,all|vying|write|raw|right|right|right|run|right|l|long|roof|right|bovine|alight,right|all|run|alight|l|long|bovine|vying|raw|roof,15,6 1 1 1 1 1 1 1 1 1,right,6,AO L ! R AY T,ɔ l ! ɹ aɪ t,3.93,! R AY T,! ɹ aɪ t,6.36,14
34214,8640,SSN,208016,-4.855,s4,per,nerve|turn|her|urn|her|per|learn|her|earth|err|her|p|her|her|herd,her|nerve|err|turn|urn|per|herd|p|learn|earth,15,6 1 1 1 1 1 1 1 1 1,her,6,! P ER,! p ɜ,4.85,! HH ER,! h ɜ,6.25,10
34227,11680,BMN3,753545,-7.961,s3,dwarf,brought|war|wall|war|draw|rot|war|war|wall|war|rode|war|raw|wall|war,war|wall|draw|rode|brought|raw|rot,15,7 3 1 1 1 1 1,war,7,! D W AO F,! d w ɔ f,3.59,! W AO,! w ɔ,5.34,14
34232,11040,BMN3,831610,-4.78,s3,trunk,truck|trunk|truck|trust|drunk|truck|truck|trunk|truck|truck|truck|trust|truck|truck|truck,truck|trust|trunk|drunk,15,10 2 2 1,truck,10,! T R AH NG K,! t ɹ ʌ ŋ k,3.93,! T R AH K,! t ɹ ʌ k,4.22,7
34245,7022,BMN3,865994,-4.513,s3,dull,dull|dog|dog|dog|dog|don't|dull|dove|doll|dog|go|dog|soul|dog|dog,dog|dull|don't|doll|soul|go|dove,15,8 2 1 1 1 1 1,dog,8,! D AH L,! d ʌ l,4.04,! D OH G,! d ɒ ɡ,5.17,20
34273,11878,BAB4,846026,-1.034,s3,while,wire|wire|wild|while|wire|patron|while|while|wire|wild|patron|p|hatred|wire|wire,wire|while|patron|wild|p|hatred,15,6 3 2 2 1 1,wire,6,! W AY L,! w aɪ l,5.45,! W AY . AX,! w aɪ . ə,4.29,10
34274,12646,BAB4,89186,-2.95,s3,topic,adapt|adapt|adapt|tactic|adapted|depth|adapt|adaptive|attic|pedantic|adapted|p|abduct|adapt|adapt,adapt|adapted|pedantic|attic|p|depth|tactic|adaptive|abduct,15,6 2 1 1 1 1 1 1 1,adapt,6,! T OH . P IH K,! t ɒ . p ɪ k,3.83,AX ! D AE P T,ə ! d æ p t,3.82,44
34285,16320,BAB4,300823,-2.067,s3,fortune,dishearten|distaste|hat|distant|distaste|distaste|distension|wash|distaste|distaste|fortune|distaste|distaste|distaste|distaste,distaste|dishearten|fortune|distension|wash|distant|hat,15,9 1 1 1 1 1 1,distaste,9,! F AO . CH UW N,! f ɔ . tʃ u n,4.51,D IH S ! T EY S T,d ɪ s ! t eɪ s t,2.3,64
34303,13460,BMN3,507350,-3.406,s3,leader,leader|litre|litre|litre|leader|litre|later|leader|litre|litre|litre|leader|leader|litre|leader,litre|leader|later,15,8 6 1,litre,8,! L IY . D AX,! l i . d ə,5.02,! L IY . T AX,! l i . t ə,3.8,10
34310,10880,BMN3,890892,-4.931,s3,sphere,spear|spear|spear|sphere|spear|sphere|sphere|spear|spear|spear|spear|spear|spear|spear|spear,spear|sphere,15,12 3,spear,12,! S F IA,! s f ɪə,3.68,! S P IA,! s p ɪə,3.42,10
34311,16160,BMN3,699753,-6.145,s3,series,series|serious|serious|serious|sears|serious|serious|says|shoes|snooze|series|serious|series|series|series,serious|series|says|shoes|sears|snooze,15,6 5 1 1 1 1,serious,6,! S IA . R IY Z,! s ɪə . ɹ i z,4.97,! S IA . R IA S,! s ɪə . ɹ ɪə s,5.16,20
34312,14720,BMN3,155144,-7.882,s3,richness,richer|riches|riches|riches|richer|richest|rich|richness|witches|richard|riches|riches|witches|richness|riches,riches|witches|richness|richer|richard|richest|rich,15,6 2 2 2 1 1 1,riches,6,! R IH CH . N AX S,! ɹ ɪ tʃ . n ə s,3.46,! R IH . CH IH Z,! ɹ ɪ . tʃ ɪ z,3.55,27
34316,12810,BMN3,81392,-7.206,s3,card,card|hard|car|car|car|car|hard|card|car|car|car|car|par|hard|car,car|hard|card|par,15,9 3 2 1,car,9,! K AA D,! k ɑ d,4.89,! K AA,! k ɑ,5.44,7
34336,9600,SSN,865557,-5.47,s2,dole,dawn|door|door|dull|door|dove|door|ignore|normal|dog|door|door|door|door|door,door|normal|dog|ignore|dawn|dove|dull,15,9 1 1 1 1 1 1,door,9,! D OW L,! d oʊ l,3.57,! D AO,! d ɔ,5.26,17
34357,10560,BAB4,226929,-0.109,s4,otter,hotter|potter|potter|letter|potter|nightmare|potter|ricotta|hotter|bottle|potter|calculator|cottage|potter|potter,potter|hotter|bottle|calculator|letter|cottage|ricotta|nightmare,15,7 2 1 1 1 1 1 1,potter,7,! OH . T AX,! ɒ . t ə,3.8,! P OH . T AX,! p ɒ . t ə,4.15,7
34389,13140,BAB4,367700,-1.15,s3,young,upright|upright|upright|young|upright|upright|up|opponent|upright|p|upright|upright|upright|upright|young,upright|young|p|up|opponent,15,10 2 1 1 1,upright,10,! Y AH NG,! j ʌ ŋ,5.51,AH P ! R AY T,ʌ p ! ɹ aɪ t,3.65,38
34390,11266,BAB4,849500,-0.926,s3,lovely,apron|against|floodlights|hatred|hatred|patron|gate|gates|against|hatred|p|hatred|against|hatred|hatred,hatred|against|apron|patron|gates|floodlights|p|gate,15,6 3 1 1 1 1 1 1,hatred,6,! L AH V . L IY,! l ʌ v . l i,5.65,! HH EY . T R IH D,! h eɪ . t ɹ ɪ d,3.65,57
34393,11552,BAB4,882083,-1.507,s3,armour,second|setting|second|second|second|second|armor|sahara|second|setting|second|sahara|second|deer|harmer,second|setting|sahara|armour|deer|harmer,15,8 2 2 1 1 1,second,8,! AA . M AX,! ɑ . m ə,3.89,! S EH . K AX N D,! s e . k ə n d,5.61,41
34405,10768,BAB4,906710,-2.199,s3,bike,fight|slight|fight|lying|bike|bite|light|porter|supervise|fight|porters|fight|fight|fight|blighted,fight|slight|light|bite|blighted|bike|porter|supervise|porters|lying,15,6 1 1 1 1 1 1 1 1 1,fight,6,! B AY K,! b aɪ k,4.58,! F AY T,! f aɪ t,5.04,20
34412,8502,SSN,86272,-6.467,s3,bill,call|ill|ill|air|ill|ill|ill|ill|fall|ill|ill|air|ear|ill|ill,ill|air|fall|ear|call,15,10 2 1 1 1,ill,10,! B IH L,! b ɪ l,5.09,! IH L,! ɪ l,4.59,7
34417,9920,BMN3,259560,-6.251,s2,terrain,victor|time|try|time|time|portrait|time|victory|time|time|drawing|time|victorious|victory|time,time|victory|try|victorious|portrait|drawing|victor,15,8 2 1 1 1 1 1,time,8,T EH ! R EY N,t e ! ɹ eɪ n,3.7,! T AY M,! t aɪ m,6.35,34
34418,13440,BMN3,391383,-5.126,s2,sixteenth,sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen|sixteen,sixteen,15,15,sixteen,15,! S IY K S . T IY N TH,! s i k s . t i n θ,2.21,! S IH K S . T IY N,! s ɪ k s . t i n,3.04,17
34419,8800,BMN3,861813,-3.589,s2,vat,hacked|pact|pact|hat|despatch|packed|packed|pact|act|hat|act|right|packed|devote|mat,pact|act|hat|right|mat|devote|hacked|despatch,15,6 2 2 1 1 1 1 1,pact,6,! V AE T,! v æ t,4.22,! P AE K T,! p æ k t,3.56,17
34444,10652,SSN,92966,-5.627,s1,zeal,zero|zero|seal|zero|zero|zero|zero|zeal|zero|zero|zero|zero|zero|museum|zero,zero|zeal|museum|seal,15,12 1 1 1,zero,12,! Z IY L,! z i l,2.81,! Z IA . R OW,! z ɪə . ɹ oʊ,4.35,27
34452,8800,SSN,591503,-6.445,s1,gain,game|game|game|game|game|gate|dangerous|game|plane|games|games|game|care|game|same,game|games|dangerous|same|plane|gate|care,15,8 2 1 1 1 1 1,game,8,! G EY N,! ɡ eɪ n,4.34,! G EY M,! ɡ eɪ m,5.54,10
34453,8160,SSN,232695,-6.567,s1,rhythm,flip|flipper|brittle|look|flip|flip|look|flip|look|flip|looking|flip|blimp|little|looking,flip|look|looking|little|blimp|flipper|brittle,15,6 3 2 1 1 1 1,flip,6,! R IH . DH AX M,! ɹ ɪ . ð ə m,4.26,! F L IH P,! f l ɪ p,4.03,41
34470,8480,SSN,258626,-6.209,s4,none,noise|noise|none|noise|noise|noise|thorn|noise|noise|none|none|nod|noise|none|none,noise|none|nod|thorn,15,8 5 1 1,noise,8,! N AH N,! n ʌ n,4.88,! N OY Z,! n ɔɪ z,4.78,20
34472,12960,SSN,785609,-6.906,s4,solve,sample|song|thumb|sign|sand|some|salt|some|some|sun|some|sum|some|example|sun,some|sun|thumb|song|sign|sample|sand|salt|example,15,6 2 1 1 1 1 1 1 1,some,6,! S OH L V,! s ɒ l v,4.3,! S AH M,! s ʌ m,6.27,27
34476,10240,SSN,508894,-5.305,s4,health,smelled|melt|bely|melt|nail|smell|smelt|milk|milk|melt|melt|felt|milk|melt|melt,melt|milk|smelt|smelled|felt|nail|bely|smell,15,6 3 1 1 1 1 1 1,melt,6,! HH EH L TH,! h e l θ,5.14,! M EH L T,! m e l t,4.0,20
34479,7804,SSN,477167,-4.298,s4,our,art|arm|are|are|are|art|arm|are|are|are|arm|ark|arm|arm|arm,are|arm|art|ark,15,6 6 2 1,are,6,! AA . AX,! ɑ . ə,6.22,! AA,! ɑ,6.82,7
34482,10444,SSN,869680,-4.758,s4,guts,gut|guts|gut|guts|guts|gut|gut|gut|books|books|ghost|guts|gut|guts|gut,gut|guts|books|ghost,15,7 5 2 1,gut,7,! G AH T S,! ɡ ʌ t s,3.92,! G AH T,! ɡ ʌ t,3.95,7
34490,9920,BAB4,569177,-1.299,s2,adult,paddle|paddock|paddle|paddle|paddle|petals|pedal|paddle|accept|pound|middle|hard|peddle|paddle|paddle,paddle|pedal|pound|petals|hard|middle|accept|paddock,15,7 2 1 1 1 1 1 1,paddle,7,! AE . D AH L T,! æ . d ʌ l t,4.4,! P AE . D L,! p æ . d l,3.73,21
